geoid,place,County-Person-age-Years5Onwards-nativity-USC_ForeignBorn,County-Person-age-Years25Onwards-educationalAttainment-RegularHighSchoolDiploma,County-Person-age-Years18Onwards-armedForcesStatus-Civilian-veteranStatus-Veteran,County-Person-placeOfBirth-BornInStateOfResidence,County-Person-gender-Female,County-Person-race-USC_TwoOrMoreRaces,County-Person-age-Years15Onwards-income-USDollar75000Onwards-incomeStatus-WithIncome,County-HousingUnit-occupancyStatus-OccupiedHousingUnit-occupancyTenure-OwnerOccupied,County-Person-povertyStatus-BelowPovertyLevelInThePast12Months,County-Person-age-Years15Onwards-maritalStatus-NowMarriedExceptSeparated,County-Person
28077,Lawrence County,30,2637,1067,10306,6536,63,656,3862,2365,5387,12734
27043,Faribault County,280,3884,1249,11126,7205,72,760,4982,1789,6895,14430
27053,Hennepin County,149213,127765,65058,681673,594761,39943,158906,306704,146826,445292,1170623
22093,St. James Parish,224,5833,1347,20687,11286,36,1974,6344,3537,8496,21916
28017,Chickasaw County,269,3117,657,14725,9110,172,329,4839,4314,6071,17403
20173,Sedgwick County,41651,71238,36325,314134,253161,20663,35988,125055,75714,194455,500768
21145,McCracken County,1337,11680,5642,42167,34180,1954,4709,18421,10406,27509,65610
21219,Todd County,263,2521,879,8253,6235,134,369,3322,2514,5368,12505
28113,Pike County,422,6967,2235,31303,21085,181,1464,10244,10810,13171,40269
22035,East Carroll Parish,30,1566,251,6216,3360,33,184,1398,3139,1891,7674
22045,Iberia Parish,2829,16054,4521,64025,37615,1602,4452,18924,14824,26659,73551
29149,Oregon County,137,2926,1120,5721,5555,233,252,3478,2983,5080,10935
24017,Charles County,8294,27154,15764,60203,77005,5075,26905,40672,10293,59511,148957
29135,Moniteau County,406,3521,1252,11903,7483,277,516,4074,1615,6808,15657
27047,Freeborn County,844,7236,2851,24020,15703,355,1643,10228,3372,13423,31129
28009,Benton County,94,1659,412,6050,4569,145,321,2611,2076,3538,8682
28155,Webster County,66,1654,531,8328,5148,116,304,3004,2477,4565,10129
21235,Whitley County,261,6682,2459,22606,18333,540,984,8878,8891,14061,35718
20065,Graham County,24,595,209,1977,1339,84,189,983,289,1260,2604
29023,Butler County,532,8379,4218,31735,22263,1200,1409,11253,8830,18378,42946
28051,Holmes County,47,3151,574,17204,10008,93,226,4622,7961,3998,18931
28081,Lee County,1655,12366,5227,65269,43916,1079,3526,22624,15137,33118,83964
20121,Miami County,293,5981,2365,19428,16425,657,2777,9782,3018,15450,32682
28131,Stone County,169,2643,1520,12345,8951,286,590,4849,3055,7104,17854
23015,Lincoln County,832,6837,3669,19956,17396,372,2390,12374,3961,15899,34297
25005,Bristol County,65340,97394,33409,374041,283640,14134,51019,132483,66529,212419,549870
21107,Hopkins County,561,10054,3500,36543,23947,1082,2423,13272,8607,20022,46810
26033,Chippewa County,1048,7340,3760,30723,17195,2260,1422,10274,6025,15166,38760
21131,Leslie County,26,2138,465,10332,5786,112,393,3273,2486,4910,11220
27057,Hubbard County,265,4224,2228,14102,10192,475,1033,7060,2654,10329,20440
27143,Sibley County,529,4015,964,12485,7491,171,877,4822,1748,6925,15146
28031,Covington County,60,3385,1460,16739,10004,103,625,5837,5741,7242,19520
29145,Newton County,2060,10797,4532,34678,29635,1514,2425,16504,8640,27120,58552
20053,Ellsworth County,139,1292,557,4779,2822,199,253,1946,370,2925,6454
28069,Kemper County,86,1864,579,9023,5308,74,97,2742,3178,3706,10383
27137,St. Louis County,4112,34684,17723,155951,99894,4098,13027,60742,31420,81265,200327
20157,Republic County,31,1291,543,3617,2515,85,304,1826,599,2447,4919
20113,McPherson County,518,5147,1951,20605,14771,392,2081,9034,2287,14425,29297
28005,Amite County,46,2791,726,9410,6725,18,416,4446,3331,4797,13061
25017,Middlesex County,292225,205895,74275,874847,781211,42585,270585,364548,119658,635432,1522533
28083,Leflore County,945,4622,1052,27928,16710,78,986,5518,12197,7361,31993
20201,Washington County,130,1428,514,4238,2847,25,219,1974,573,3037,5763
27019,Carver County,5412,11802,4834,64499,46719,2060,14178,27356,4560,44538,92770
20099,Labette County,239,3525,1628,14682,10693,1287,703,6191,3192,9200,21369
29085,Hickory County,53,2822,1315,5911,4844,203,237,3494,2030,4837,9499
29137,Monroe County,44,2685,855,7033,4410,89,209,2654,1268,3971,8798
28063,Jefferson County,1e-10,1511,304,6652,3999,1e-10,142,1803,2867,1762,7690
21181,Nicholas County,46,1544,438,5772,3585,1e-10,294,2137,1106,3153,7085
29127,Marion County,398,6129,2196,18515,14972,383,990,7630,4425,11720,28804
21127,Lawrence County,90,3408,790,10365,8021,171,434,4427,4258,7025,15877
21195,Pike County,474,13926,3083,49962,32949,465,2753,19276,14793,28308,64473
23031,York County,6058,39379,19167,101856,101855,2968,16410,59332,18649,88544,198220
23007,Franklin County,633,6729,2908,22071,15624,483,1320,9390,4587,13071,30660
26031,Cheboygan County,261,6931,2719,22341,13053,816,1103,9308,4568,12622,25985
26137,Otsego County,562,5846,2179,20287,12265,458,1149,7799,3188,11224,24127
22123,West Carroll Parish,157,2608,698,8732,5705,125,466,2910,2669,4536,11540
22041,Franklin Parish,48,3998,1222,17872,10628,82,1044,5380,5681,7187,20699
21099,Hart County,131,3595,1202,15019,9272,171,426,5252,4806,7875,18345
23011,Kennebec County,2794,26067,11991,87470,62535,1686,6944,36537,15922,51525,121757
21223,Trimble County,114,2084,582,5291,4318,75,516,2708,1510,4492,8818
28061,Jasper County,98,3339,1001,14622,8693,174,470,5566,3688,6702,16827
26041,Delta County,446,9059,4361,30050,18677,1065,1775,12593,5942,17552,36967
21015,Boone County,5176,19318,8606,65291,61337,1918,12287,32649,10804,53538,121214
20097,Kiowa County,57,396,158,1674,1271,44,129,694,288,1188,2527
29091,Howell County,624,8847,3567,24924,20876,893,1109,11002,9465,18061,40458
26153,Schoolcraft County,129,2875,892,7034,4244,351,308,3019,1708,3923,8407
27045,Fillmore County,204,4960,1628,14715,10458,158,1125,6617,2460,9890,20870
26103,Marquette County,898,13089,6516,53308,33289,1522,4005,18566,9939,27432,67358
20013,Brown County,143,2323,833,6667,5116,188,316,2745,1860,4211,9969
21217,Taylor County,356,5041,1469,19073,12744,409,734,6779,5106,10380,24585
21225,Union County,107,2907,1253,10454,7383,210,777,4115,3820,6131,15138
21035,Calloway County,1558,5804,2710,21820,19320,517,1642,9806,6828,14915,37383
29005,Atchison County,12,1513,585,3341,2827,46,331,1704,627,2648,5605
24035,Queen Anne's County,1572,9270,4180,29880,24311,704,7962,14612,3853,22616,48166
29199,Scotland County,19,1121,306,3042,2436,17,154,1510,856,2133,4859
29133,Mississippi County,137,3419,1020,10349,6665,186,234,3341,3509,4883,14271
26115,Monroe County,3036,32606,11417,91762,76804,2333,11528,46471,18337,66885,151408
25013,Hampden County,43009,82460,32603,297387,241181,10952,34404,109983,79855,161791,465144
21187,Owen County,110,2608,678,8339,5424,56,500,3438,1744,5035,10807
22013,Bienville Parish,19,3560,1134,12127,7414,227,685,4057,3732,5155,14229
20007,Barber County,50,1069,444,3445,2406,131,310,1590,512,2486,4898
25011,Franklin County,2938,12677,5542,49385,36535,1671,5692,20904,8528,28462,71408
28007,Attala County,238,3037,1408,16669,10198,174,652,5288,5283,6966,19383
20027,Clay County,59,1850,962,5908,4297,87,401,2609,1164,3908,8500
27007,Beltrami County,940,6121,3626,33598,22419,1384,2117,11863,9389,16412,45021
29087,Holt County,21,1494,515,3528,2407,44,148,1589,572,2453,4771
27173,Yellow Medicine County,166,2515,913,8408,5060,195,577,3271,1233,4924,10294
23019,Penobscot County,4014,31890,14626,110316,77937,2603,7790,41915,25019,64109,153649
24027,Howard County,53054,25699,18971,120396,149712,9354,71795,78490,13400,136389,293821
20179,Sheridan County,17,512,241,2004,1242,77,156,860,324,1169,2553
26089,Leelanau County,660,3601,2225,16252,11009,462,1910,7743,2416,11613,21682
21055,Crittenden County,53,2147,848,6587,4644,150,450,2979,1897,4499,9283
29045,Clark County,31,1806,700,2115,3501,87,257,2112,1221,3215,7035
27171,Wright County,3735,22305,7961,101032,62602,2095,12171,37720,8135,58183,126142
29051,Cole County,2294,13320,6518,56253,37808,1150,5036,19563,9594,30943,76228
21147,McCreary County,152,3275,1076,12081,8286,333,81,4286,4968,7331,18163
24019,Dorchester County,1277,8005,3298,24149,16965,529,2079,8819,5301,13583,32617
24047,Worcester County,2600,11735,5267,28649,26500,728,5330,16096,5550,22391,51479
20197,Wabaunsee County,32,1815,590,5305,3487,178,324,2270,444,3508,7050
29161,Phelps County,1742,7790,4190,29245,21509,1036,2060,10229,7558,18032,44969
20185,Stafford County,268,845,355,3060,2196,61,201,1535,649,2184,4391
20109,Logan County,85,652,216,2038,1405,48,168,908,347,1274,2775
29095,Jackson County,38003,113795,48827,403338,348952,21032,47452,165840,115437,235736,675641
26019,Benzie County,271,4040,1955,14282,8763,325,788,6445,2297,8410,17474
21229,Washington County,209,2728,701,9634,5889,266,374,3713,1620,5305,11774
21075,Fulton County,45,1367,494,3687,3332,146,168,1658,1399,2681,6650
22037,East Feliciana Parish,134,5134,1261,16549,9335,188,1040,5588,3117,7300,20111
27055,Houston County,167,4287,1591,6267,9533,340,1047,6315,2035,9243,18915
20205,Wilson County,103,1834,753,6977,4664,231,328,2845,1607,4177,9269
21047,Christian County,2391,11378,6986,38152,35925,2689,2544,13591,14054,29621,74169
22051,Jefferson Parish,49645,81033,27133,317504,222956,7184,33545,104529,70905,157251,433477
20155,Reno County,1629,10288,4952,47803,32135,1650,3123,17514,7607,27839,64319
24510,Baltimore,45518,101058,35446,420071,328597,14439,41350,116673,142162,135919,621445
27095,Mille Lacs County,244,5583,2221,21450,12895,403,1182,7626,3518,10961,25927
26047,Emmet County,710,5908,2872,26167,16633,989,2483,10480,3527,15591,32858
28043,Grenada County,92,3446,1095,18232,11532,110,1017,5839,4677,7334,21745
24037,St. Mary's County,4208,19171,12902,53145,53702,3596,17692,27400,7544,47416,107079
21191,Pendleton County,13,4117,896,11925,7387,166,646,4078,2271,6324,14714
25025,Suffolk County,200433,102486,23808,350481,380818,42863,82847,102413,144381,188439,735701
21213,Simpson County,264,3924,1129,10861,9020,340,477,4457,3443,7413,17443
25023,Plymouth County,39532,91005,35024,380821,255448,9947,65177,138462,37069,207508,497386
29179,Reynolds County,20,1867,669,5202,3265,78,221,2067,1586,3030,6661
29205,Shelby County,60,1813,499,4683,3171,29,236,1843,1118,2767,6274
21029,Bullitt County,696,16692,5928,61188,37988,1020,3680,22901,7647,33796,75250
20049,Elk County,62,593,311,1938,1400,75,93,1019,502,1443,2782
27025,Chisago County,966,11216,3977,40680,25906,816,4475,16561,3895,24548,53691
22053,Jefferson Davis Parish,306,7008,2183,27571,16050,657,2010,8612,5791,12344,31498
23017,Oxford County,1126,16022,5841,39287,29019,811,2111,17986,8399,24230,57657
21171,Monroe County,207,2758,746,8552,5431,117,212,3248,2699,4672,10874
22073,Ouachita Parish,2357,26739,10139,125882,80535,1366,8536,34733,34274,51577,154641
26011,Arenac County,118,4301,1519,14023,7690,175,461,5330,2755,7475,15753
28079,Leake County,580,4428,1334,20432,11663,126,844,6091,6171,8079,23519
22121,West Baton Rouge Parish,277,5002,1365,21063,12224,551,2000,6384,3408,9241,24012
26015,Barry County,778,14082,4802,50509,29440,710,3510,18888,6820,28557,59121
28049,Hinds County,4584,31901,14001,200106,130768,1654,11253,52049,60184,67568,246300
