geoid,place,County-Person-age-Years5Onwards-nativity-USC_ForeignBorn,County-Person-age-Years25Onwards-educationalAttainment-RegularHighSchoolDiploma,County-Person-age-Years18Onwards-armedForcesStatus-Civilian-veteranStatus-Veteran,County-Person-placeOfBirth-BornInStateOfResidence,County-Person-gender-Female,County-Person-race-USC_TwoOrMoreRaces,County-Person-age-Years15Onwards-income-USDollar75000Onwards-incomeStatus-WithIncome,County-HousingUnit-occupancyStatus-OccupiedHousingUnit-occupancyTenure-OwnerOccupied,County-Person-povertyStatus-BelowPovertyLevelInThePast12Months,County-Person-age-Years15Onwards-maritalStatus-NowMarriedExceptSeparated,County-Person
18011,Boone County,1937,9722,3333,40149,29219,747,7301,16819,4299,27794,58009
13313,Whitfield County,18179,14658,5376,56851,51292,2721,4276,22618,20716,40349,102556
18175,Washington County,191,6913,2041,19587,14013,258,1122,8537,4164,12098,28064
18041,Fayette County,162,5555,2146,17496,12333,273,685,6863,5416,10081,24112
18177,Wayne County,1343,14945,5746,48024,35326,2200,2593,18832,14326,27864,68557
17119,Madison County,6119,50257,23227,183308,137170,5288,21595,77735,36554,111953,268373
12077,Liberty County,285,1555,645,5538,3126,238,201,1814,1621,2715,8308
16039,Elmore County,2599,3998,4308,8368,12767,1124,964,5958,4192,11680,26528
19051,Davis County,72,1722,717,6598,4445,70,416,2499,1820,3838,8755
13285,Troup County,2833,12218,4638,45325,34958,1056,3213,14889,15600,23523,67776
17157,Randolph County,372,8036,3052,26396,15277,239,1676,9033,3694,13148,33218
18079,Jennings County,354,7145,2203,22558,14045,275,901,8074,4644,12008,28324
19103,Johnson County,12276,11940,6630,78720,67105,3016,12342,32220,22300,48143,134034
16011,Bingham County,3221,6914,2887,29971,22677,1163,2058,10963,6860,19609,45485
19197,Wright County,589,3171,938,10307,6585,158,661,4152,1418,6120,13092
13075,Cook County,588,3764,1147,12819,8818,210,527,4633,3889,7100,17066
19117,Lucas County,485,2552,656,6717,4432,71,327,2893,1469,4159,8840
16069,Nez Perce County,728,7122,4190,20978,19822,969,1871,11105,4286,16740,39458
16007,Bear Lake County,77,1396,440,3341,2992,52,311,1986,763,3107,5957
12085,Martin County,14431,25382,16999,41820,74781,2321,15846,45618,18766,65465,147786
18151,Steuben County,667,7845,2665,21913,16860,1602,1736,10445,3784,15919,34190
17111,McHenry County,28976,48801,17482,220149,154522,5466,39963,89602,23542,141502,308060
17135,Montgomery County,397,6832,2871,24399,14238,335,1217,8433,3444,12676,29878
12011,Broward County,560217,304285,92575,587987,918612,44650,155793,437074,252152,641901,1784889
17127,Massac County,94,2735,1263,7060,8040,506,675,4575,2458,6588,15282
15003,Honolulu County,187844,158753,82157,520684,479708,216763,97482,172043,91904,397450,964678
18051,Gibson County,307,7876,2474,26003,16849,594,2174,10187,3736,15411,33514
19091,Humboldt County,192,2247,934,7888,4983,166,591,3238,972,4754,9776
18061,Harrison County,387,9699,3337,22338,19597,439,2090,11769,5099,17459,39213
19121,Madison County,219,3825,1365,12536,7830,138,1190,4678,1359,7544,15606
13287,Turner County,295,1598,491,7209,4202,65,358,2048,1833,2887,8637
18157,Tippecanoe County,18154,23248,9517,107349,86102,3750,10931,36153,34870,61761,175628
16015,Boise County,153,1270,758,3426,3308,78,533,2343,1170,3347,6944
17065,Hamilton County,26,1817,713,7074,4281,52,365,2692,1413,4122,8413
13141,Hancock County,178,2301,564,7667,4143,43,114,2130,2323,2208,9233
17185,Wabash County,310,2227,918,6383,6101,145,658,3765,1496,5529,11848
16049,Idaho County,197,4158,1877,8387,7788,394,423,5109,2756,7708,16269
19183,Washington County,593,4772,1573,16683,11122,263,1139,6778,2089,10499,21834
19019,Buchanan County,210,5334,1511,18108,10521,96,1257,6398,2036,10264,20954
12031,Duval County,82034,140078,85376,429428,449397,26250,62428,203796,144738,309033,872598
12111,St. Lucie County,41630,56997,26490,95929,143831,8316,15177,77410,51168,116740,281015
17201,Winnebago County,22153,54860,21278,198977,150137,8136,19199,75867,50549,112605,293384
12021,Collier County,74800,60177,30603,74163,166381,4078,35505,91073,45806,148803,328209
13257,Stephens County,531,5613,1844,18158,13667,330,914,6891,4923,11139,25910
19179,Wapello County,2426,7760,2638,26397,18140,619,1657,10585,6582,15122,35469
12081,Manatee County,41821,65007,33883,103972,170104,4767,25290,93683,49177,144080,329487
18033,DeKalb County,474,10151,3081,31467,21162,690,1827,12618,5175,18250,42253
19129,Mills County,125,3071,1347,7784,7511,227,1104,4501,1026,7194,14983
13233,Polk County,3345,7830,2804,30988,21060,467,1289,10368,9528,16800,41308
13147,Hart County,535,5649,2148,15904,12760,158,1171,7373,6255,10779,25348
18129,Posey County,283,6140,1914,20401,12996,241,2414,8538,2531,12579,25713
12101,Pasco County,42123,98135,50239,149737,240809,11010,27530,139855,64002,201755,468194
18083,Knox County,503,8069,2712,29936,19036,560,1720,9938,4979,15549,38266
13267,Tattnall County,1371,5015,1968,18372,10567,548,690,5620,5579,8833,25343
12075,Levy County,1309,9362,4599,21281,20380,750,1206,12081,9348,16774,40289
18131,Pulaski County,100,3606,884,10414,6553,217,656,4048,1815,6075,13253
13205,Mitchell County,486,4913,1508,19339,11144,296,583,5311,5528,7151,23340
18001,Adams County,246,8056,1778,29437,17525,167,1159,9564,6130,14915,34424
19097,Jackson County,157,5726,1788,16217,9953,263,903,6460,2047,9684,19737
17101,Lawrence County,442,2889,1239,11397,6714,254,443,3805,1462,5952,16702
13259,Stewart County,819,1523,330,4103,2314,19,104,1172,1558,1148,6007
18171,Warren County,76,2037,673,5485,4222,101,533,2515,596,4187,8464
18015,Carroll County,510,5117,1694,16031,10066,166,1181,6301,2123,9365,20109
13057,Cherokee County,18775,27999,14589,102205,110658,4050,24878,60249,21292,97776,218277
16031,Cassia County,2239,2866,1340,13459,11351,507,752,5277,3581,9932,23054
17125,Mason County,155,3485,1209,12453,7313,66,826,4882,2323,6769,14508
13213,Murray County,3187,6539,2122,26581,19941,598,809,9706,8755,17317,39504
18179,Wells County,310,7055,1840,22252,14062,253,1330,8533,2896,12683,27707
17089,Kane County,93632,67146,24660,330815,260001,10897,56966,128377,56796,216351,518380
18169,Wabash County,514,8295,2489,25448,16739,234,1347,9674,4640,14801,32650
19185,Wayne County,50,1704,569,4935,3295,72,278,2141,774,2967,6382
17067,Hancock County,231,4561,1750,10502,9614,215,984,6341,2535,8872,18949
19189,Winnebago County,346,2383,835,6775,5439,139,510,3496,1162,5502,10732
19131,Mitchell County,145,2900,895,8127,5431,67,554,3572,746,5217,10739
18155,Switzerland County,192,2856,882,6186,5141,125,369,3129,2305,4734,10534
18141,St. Joseph County,14946,47883,18001,170701,137446,8067,15748,70900,45002,99399,266694
17105,Livingston County,582,9102,2815,32783,19436,356,2292,10671,3533,16416,38687
12017,Citrus County,6661,34432,21097,40529,72343,1782,6882,49808,23062,66940,140214
16087,Washington County,758,1733,1034,3581,5027,184,355,3006,1491,4651,10094
13077,Coweta County,7432,23419,10406,73714,66032,2606,12081,34926,16305,58724,129397
16061,Lewis County,97,820,468,2093,1922,126,111,1230,677,1770,3851
17001,Adams County,1008,14523,5862,52070,34391,1010,3421,19373,9374,28548,67152
17051,Fayette County,319,5184,1712,18373,10795,530,1021,6542,3548,9513,22088
16075,Payette County,1140,3997,2002,6696,11293,788,923,6010,4469,9470,22629
13011,Banks County,619,4075,1262,13744,8926,136,788,5238,3047,8671,18333
19029,Cass County,130,3786,1155,10148,7036,170,699,4367,1545,6691,13793
12073,Leon County,18094,25227,17802,154486,146016,5823,22232,59432,61553,90446,278624
18121,Parke County,210,4243,1398,13601,9129,92,728,4941,2078,7265,17210
13315,Wilcox County,156,2134,609,7456,3796,53,156,2045,1957,3192,9110
18003,Allen County,21762,60434,23407,245035,183536,9703,21574,96539,53836,140649,358324
16073,Owyhee County,1183,2382,922,5659,5553,441,250,2511,2739,4526,11474
12079,Madison County,778,4011,1562,12067,9125,328,404,5111,3816,7280,19070
13063,Clayton County,39822,43431,18030,132903,137059,6855,8096,47723,61713,72058,262455
12109,St. Johns County,12507,24205,19172,68645,101397,4063,25950,58210,18748,89040,197115
17019,Champaign County,23422,22886,10682,134369,101394,5095,15496,43458,41384,67939,202428
16071,Oneida County,62,887,417,1498,1984,112,169,1282,679,1917,4257
19195,Worth County,78,1568,706,5085,3802,84,370,2593,856,3637,7562
17189,Washington County,151,2840,1446,12022,7285,120,901,4738,1462,6967,14626
13095,Dougherty County,2268,13935,7326,71604,50436,1310,3576,16864,28313,25712,94220
19003,Adams County,22,982,353,3049,2014,57,121,1369,442,2090,3973
13049,Charlton County,996,2847,1247,6369,5747,101,384,2902,2285,4402,13080
17099,LaSalle County,3699,25289,9116,95090,56663,1714,7895,33550,13423,47492,113295
18067,Howard County,1656,17824,7482,62171,42933,1735,5522,24364,13596,35970,82795
13123,Gilmer County,1721,4988,2397,17184,13974,329,1223,8448,6046,13862,28308
16029,Caribou County,194,1391,478,3921,3393,42,456,2224,520,3547,6867
17041,Douglas County,825,4137,1403,16285,10113,201,999,5881,2028,8966,19902
13117,Forsyth County,25119,20557,10111,75177,91972,3021,28061,49730,13836,85564,182916
16037,Custer County,84,1055,547,2118,2028,64,393,1561,689,2239,4331
12099,Palm Beach County,302111,222402,99057,399044,690869,26678,136486,374397,192034,527560,1339221
17131,Mercer County,165,4167,1471,11991,8281,134,997,5288,1623,7989,16325
19083,Hardin County,435,3732,1485,14056,8761,182,1037,5256,1429,8245,17453
12041,Gilchrist County,506,3575,1815,10214,8046,228,629,4972,3779,7637,16917
17195,Whiteside County,1610,12691,5000,42601,29559,1065,3022,17676,6843,25121,58150
18055,Greene County,232,7737,3065,26863,16610,289,1551,10105,4573,15126,33001
18115,Ohio County,14,1659,553,3319,3089,90,382,1803,495,2814,6075
19109,Kossuth County,152,3945,1433,12109,7831,134,1052,5418,1315,7647,15437
13255,Spalding County,1676,12069,5072,48974,33124,994,2758,14514,13491,23299,64011
17143,Peoria County,9149,31000,12756,141751,96496,4988,16683,49709,31258,70278,187117
17093,Kendall County,10786,16409,5821,82813,58427,2870,14616,31847,5540,51509,116366
13165,Jenkins County,225,1639,605,7200,4557,261,301,2334,2503,2829,8642
13281,Towns County,317,2428,1303,5246,5481,68,344,3613,1593,5040,10551
19187,Webster County,799,6968,3109,29747,18392,789,1961,10596,5574,13930,37626
13035,Butts County,692,5484,1534,17738,11062,203,1008,5846,3051,9143,23563
19063,Emmet County,515,2051,770,6537,5097,292,600,3288,1186,4677,10141
13215,Muscogee County,10264,27714,20679,100711,100628,6835,10802,37984,35819,62138,194949
17149,Pike County,105,4377,1146,12323,8218,177,711,5225,2616,7413,16337
19093,Ida County,33,1779,626,5874,3550,45,439,2331,992,3383,7099
13159,Jasper County,421,3229,872,10060,6873,238,613,3903,2955,5594,13748
12023,Columbia County,2306,12321,7694,39675,33163,1665,2737,16705,12587,24539,67568
12033,Escambia County,16836,47121,34292,132378,151772,12372,17187,71575,50783,105381,300795
13113,Fayette County,9821,13221,11491,42976,55277,2835,15706,31451,8138,51690,107105
10003,New Castle County,53782,94362,36340,255808,280097,12315,62345,140533,56494,205666,542784
13181,Lincoln County,78,2187,732,5912,3992,126,396,2671,2071,3131,7894
18025,Crawford County,71,2875,814,7554,5242,53,409,3474,2063,4849,10656
13115,Floyd County,6148,15387,7358,67396,49537,1657,4682,22252,19343,38761,96147
16045,Gem County,737,3681,1656,8007,8323,223,750,4715,3010,7740,16722
19073,Greene County,107,2102,821,7572,4714,133,535,3018,1184,4458,9255
17045,Edgar County,184,3998,1640,11680,9427,102,1048,5790,3311,8478,18339
16019,Bonneville County,5826,14232,6919,60301,53059,2698,7070,26317,11890,44638,105580
12125,Union County,402,2777,1931,9864,5371,278,379,2531,2079,4599,15307
18009,Blackford County,95,3878,1135,10426,6393,175,346,3894,1978,5440,12665
16047,Gooding County,2408,2500,1125,7854,7432,405,439,3915,3128,7083,15278
13131,Grady County,1418,5271,1743,17493,12728,435,615,5437,7443,10208,25143
13177,Lee County,994,4282,2267,19745,14149,229,2539,7444,3062,12110,28631
17005,Bond County,268,3424,1458,13199,8871,897,1023,4758,2462,7372,17665
13319,Wilkinson County,143,2632,613,8309,4919,210,244,2619,2008,3432,9520
18135,Randolph County,246,6888,1971,19773,13186,420,993,7660,4453,11613,25975
19085,Harrison County,136,3721,1099,8136,7422,179,854,4630,1377,7139,14729
13045,Carroll County,4889,19948,7343,75271,56990,2174,5280,26328,20274,43062,111160
19193,Woodbury County,8341,18450,7107,68741,51878,3260,4847,26171,15532,38704,102155
17071,Henderson County,130,1830,831,3969,3675,109,408,2549,799,3556,7186
13033,Burke County,392,5162,1490,17974,12080,190,784,5531,7680,7419,23223
13183,Long County,748,2663,1658,7621,7866,432,486,3009,2895,5470,15285
17179,Tazewell County,2205,26355,10732,110277,68795,2108,11210,41378,12150,61782,135747
13087,Decatur County,844,4679,1577,19535,14186,88,902,6765,7167,10138,27676
13187,Lumpkin County,982,4487,2423,18149,15480,313,1690,7496,5228,12663,30428
17095,Knox County,1153,11568,4757,41797,26118,694,2539,14692,8068,19869,52545
17183,Vermilion County,1718,17357,7337,64774,40899,1398,3641,22285,15494,30091,81147
17161,Rock Island County,10665,27354,12099,95065,75047,4094,9931,42428,18982,58781,147477
17139,Moultrie County,201,3224,1037,12733,7575,103,754,4469,1851,6821,14869
19113,Linn County,6085,33029,16870,156590,108335,5069,18112,62860,20222,86291,213425
13121,Fulton County,121509,100108,47038,429989,486168,19213,131131,198367,161757,300630,948554
17009,Brown County,192,1479,454,6065,2426,114,328,1647,641,2415,6904
17069,Hardin County,36,968,381,3215,1931,145,190,1431,992,1807,4273
19025,Calhoun County,73,2331,928,8290,4896,97,542,3443,1258,4839,9952
13305,Wayne County,878,6061,2611,21957,14472,384,1147,7026,6345,11783,30187
13307,Webster County,5,690,110,2520,1337,10,103,900,620,948,2769
12089,Nassau County,1951,15328,9109,36048,37765,970,6981,21986,9207,34433,74163
13265,Taliaferro County,29,465,104,1422,919,33,25,515,523,653,1766
19087,Henry County,620,4408,1575,14722,9879,302,915,5545,3395,8259,20188
13107,Emanuel County,302,4619,1357,19308,11462,273,670,5266,6396,7845,22669
17103,Lee County,818,7673,2900,29530,16992,584,2184,9977,3531,15198,35535
13039,Camden County,1075,7746,6625,17364,24863,1566,3018,11594,7651,22586,50799
17117,Macoupin County,383,10583,4417,39665,24052,703,2779,14760,5714,21423,47462
13199,Meriwether County,143,4902,1383,18116,11320,178,755,5687,4449,7941,21695
13293,Upson County,478,5212,1945,22339,14165,252,588,6928,5407,10851,26918
13173,Lanier County,260,1477,784,6595,5153,270,245,2269,2636,4068,10250
19099,Jasper County,416,8630,2818,29744,17852,375,1875,10567,4105,16160,36710
13225,Peach County,1622,4314,2354,19950,14128,485,1368,6342,6133,10043,27481
18087,LaGrange County,705,5686,1778,29652,18581,695,1385,9338,6112,16406,37463
17203,Woodford County,422,7195,2681,32295,19657,322,4014,11725,3316,18912,38903
13191,McIntosh County,245,2883,1468,10305,7585,298,518,4071,2084,5719,14142
13137,Habersham County,3698,7818,3319,28667,22911,452,1844,11303,8415,18316,43181
18105,Monroe County,10953,15034,7448,81773,70323,3422,9135,29087,31344,43781,139634
18075,Jay County,245,5897,1392,16766,10866,223,424,6212,3082,8817,21333
18139,Rush County,81,4971,1398,14509,8726,166,821,4942,2621,8103,17257
13125,Glascock County,32,745,181,2657,1581,90,70,842,641,1433,3094
13029,Bryan County,1099,4455,3253,16500,15821,1024,3466,7880,3641,14034,31410
12129,Wakulla County,842,6458,3447,19301,13930,465,1347,8230,3917,12394,30824
13219,Oconee County,1666,3649,2131,19552,16865,424,4253,9060,3069,15909,33240
13109,Evans County,671,2401,725,8394,5684,84,458,2590,2861,3704,10902
17121,Marion County,341,7989,3473,31855,20057,934,1659,11920,6897,16336,39070
17063,Grundy County,1926,10408,3472,40790,25066,660,5090,13775,4468,20697,50064
19105,Jones County,199,5135,1948,17359,9887,158,1206,6468,1587,9500,20637
18077,Jefferson County,657,6828,2668,22795,16787,311,1476,9198,4123,13251,32449
16001,Ada County,23240,45416,29195,175982,200636,10657,34868,103279,51562,172144,401673
19015,Boone County,241,6055,2277,21649,13125,149,1807,7996,2582,11506,26310
19177,Van Buren County,63,2033,668,5638,3732,56,257,2594,1224,3583,7517
13247,Rockdale County,8948,13798,6602,46006,44970,1449,5428,20219,12473,32658,85650
12019,Clay County,12615,30314,26014,81396,98212,5383,15496,51932,18652,83653,192665
18149,Starke County,420,5601,1825,17052,11708,334,769,7274,3895,10284,23267
17155,Putnam County,87,1495,615,4935,2937,78,437,1966,839,2962,5927
19143,Osceola County,271,1531,493,4209,3201,27,275,2004,536,3269,6335
18085,Kosciusko County,3146,17180,4941,55619,38995,984,4609,23089,9040,35537,77527
18029,Dearborn County,541,12578,3727,18668,25137,379,3277,14287,4453,22411,49975
18097,Marion County,76108,145874,57036,610965,472157,24959,54203,201078,182506,291741,912242
16021,Boundary County,295,2256,1263,3858,5266,194,450,3085,1753,5051,10866
17021,Christian County,491,8815,3129,29737,17023,189,1785,10559,4873,14483,34651
17025,Clay County,118,3251,1054,11878,7011,152,547,4366,2100,5930,13744
18089,Lake County,33028,103506,32821,280313,255608,12128,34030,126738,87056,177314,494250
12115,Sarasota County,45685,81680,47357,85049,200303,6144,35061,127053,46078,177189,383094
16085,Valley County,216,1745,1131,4366,4729,137,700,2737,907,4771,9698
13289,Twiggs County,47,2145,559,8106,4489,55,380,2444,2500,3371,8808
17133,Monroe County,264,6899,2703,18386,16830,390,3606,10139,1780,16352,33181
19151,Pocahontas County,129,1927,668,5799,3640,75,374,2562,1002,3308,7243
13273,Terrell County,112,1784,668,7823,4735,88,333,2125,2813,3089,9246
12065,Jefferson County,337,2673,1753,8809,6815,146,735,4039,2164,5615,14469
19067,Floyd County,224,4024,1523,13153,8264,119,799,5106,2004,7472,16177
19057,Des Moines County,609,8790,3575,29760,20780,942,1775,12427,5453,16462,40301
12009,Brevard County,47386,99324,68817,173735,278589,14297,43786,161976,72534,230128,545667
13279,Toombs County,1370,5742,1863,21029,14409,622,984,6435,7243,10360,27229
13043,Candler County,759,2187,770,7813,5559,99,453,2471,2762,4069,11045
13145,Harris County,842,5604,3578,19597,16268,626,3592,9910,2542,15571,32267
10005,Sussex County,13555,47388,20401,84523,102850,4898,14559,60356,26419,84216,200632
18037,Dubois County,1520,10848,3188,35071,21175,275,2255,12423,3420,19769,42103
13271,Telfair County,1764,4435,1021,12037,6949,18,325,3607,3835,5943,16391
13053,Chattahoochee County,674,1078,581,3009,4618,611,394,752,1101,4235,12193
18027,Daviess County,687,7086,1942,27555,16022,173,1505,8462,4034,13745,31928
19173,Taylor County,213,1669,511,3762,3148,73,227,2107,884,3087,6256
13149,Heard County,28,2347,863,8720,5891,327,319,3286,2813,4943,11708
13151,Henry County,15264,34327,17462,113942,107382,5652,14785,51922,22834,82894,206349
19059,Dickinson County,173,3461,1737,11579,8432,207,1378,6036,1278,9048,16818
16053,Jerome County,3775,2924,1339,11315,11070,484,687,4876,4056,9856,22391
13105,Elbert County,595,5407,1546,15042,10417,59,564,5220,4010,7926,19907
18057,Hamilton County,19931,26241,15778,165108,145020,6230,45998,81811,14453,133788,282977
13001,Appling County,973,4537,1009,13940,9092,112,867,4825,4101,7334,18354
12053,Hernando County,11266,40634,21514,50031,90185,3049,6838,55684,26352,79543,173119
19139,Muscatine County,2534,8154,2866,31139,21640,808,2494,12298,6049,18494,42798
12015,Charlotte County,15627,37995,24867,30630,82871,2802,9712,55763,19879,80927,161276
13245,Richmond County,6611,32352,20693,124124,103692,5673,10009,39395,48412,57270,201081
12005,Bay County,8282,28889,22243,71994,86117,6928,10652,42215,24583,70418,170704
12097,Osceola County,55314,52471,16395,68986,142308,10170,10079,57066,49482,105402,279837
17175,Stark County,38,1458,484,5171,3010,81,361,1980,643,2838,5942
19021,Buena Vista County,3752,3560,1207,11809,9942,519,884,5176,2442,8340,20350
19009,Audubon County,35,1596,557,4886,3094,69,430,2159,554,2978,6002
19141,O'Brien County,376,3555,1117,10701,7192,214,867,4569,1568,6947,14249
12119,Sumter County,5747,22523,18121,22454,47662,945,7066,39256,10731,58348,98409
13127,Glynn County,4534,12682,7954,47290,42319,2248,6088,19530,15148,32750,80280
19165,Shelby County,241,3184,1041,8668,6197,120,676,3948,1274,5954,12088
17151,Pope County,111,992,435,2686,2246,55,165,1408,715,1909,4383
17059,Gallatin County,15,1110,457,4035,2855,109,261,1855,929,2525,5516
17073,Henry County,1187,10844,4338,38883,25289,816,3758,15925,5179,23298,50260
17137,Morgan County,655,8506,2997,29550,17602,663,2131,9731,4681,13990,35424
18007,Benton County,138,2494,638,6883,4477,69,462,2563,964,3737,8823
12047,Hamilton County,533,3220,1311,8518,6010,201,387,3496,2683,4371,14655
18137,Ripley County,414,7942,2351,18643,14730,230,1324,8203,2645,13118,28636
13101,Echols County,693,917,292,2446,2131,80,118,866,1270,1767,4053
19075,Grundy County,55,2883,894,10784,6317,99,914,4154,856,6296,12416
18109,Morgan County,964,16386,5557,54411,34946,781,4940,19594,7838,32300,69217
17123,Marshall County,244,3404,1118,10716,6319,99,780,4117,1333,5785,12454
17023,Clark County,164,3773,1459,7633,8299,179,798,4964,1956,7672,16284
19161,Sac County,123,2797,943,8500,5195,27,557,3612,868,5027,10227
18165,Vermillion County,51,4315,1544,11405,8148,111,765,5057,2487,6813,16098
17107,Logan County,551,5923,2276,25175,14814,994,1501,7569,3228,11642,30177
17037,DeKalb County,7205,14133,5687,78858,52860,2686,7163,22784,18622,37565,104820
19043,Clayton County,257,5273,1575,13821,9031,284,773,6030,2207,8917,17990
19037,Chickasaw County,222,3560,1116,10516,6122,69,540,4297,1252,6154,12379
13013,Barrow County,5101,12018,4968,43141,35232,1724,3267,18309,9518,29269,69933
19095,Iowa County,224,4079,1044,13667,8255,111,1119,5377,1742,8286,16323
17017,Cass County,1393,3761,982,10142,6703,240,632,3707,1975,5474,13530
13303,Washington County,201,4864,1210,18373,10305,196,769,5161,4852,7366,20982
12049,Hardee County,5677,4759,1388,14108,12474,330,565,5259,7564,9612,27336
17007,Boone County,6117,10639,3404,36363,27090,886,4222,14803,6055,23797,54068
16065,Madison County,1718,2077,960,17180,19142,797,1594,5071,13057,15007,37542
13161,Jeff Davis County,702,3458,773,11829,7449,32,462,3930,3648,6375,15042
13135,Gwinnett County,204171,106025,39586,292042,419370,21656,73147,182548,113986,337118,825911
13031,Bulloch County,2870,9582,4028,49297,35895,1208,3047,12852,20708,22091,71190
17061,Greene County,87,3564,1086,11981,6815,108,523,4388,1775,6216,13778
12059,Holmes County,525,3888,1872,10731,9263,603,520,5402,4295,8263,19864
17141,Ogle County,2573,10919,4112,40990,26738,802,3866,15780,5907,23577,53092
15009,Maui County,26899,30746,10056,82878,77920,43095,12248,30556,16416,64528,156633
18153,Sullivan County,203,5155,1449,17577,9766,122,921,5605,3407,9019,21321
17013,Calhoun County,77,1436,444,4163,2502,61,410,1680,593,2632,5062
19081,Hancock County,199,2772,798,8842,5620,164,563,3725,1150,5610,11243
19027,Carroll County,167,5529,1447,17460,10658,106,1079,6507,1954,9277,20732
17129,Menard County,57,2990,1135,10632,6477,143,948,4098,1221,6020,12687
13061,Clay County,37,733,234,2379,1607,220,34,823,1368,977,3133
17113,McLean County,9970,22367,10227,124722,87944,3979,18967,43059,23051,65559,171240
13237,Putnam County,1006,4989,2025,14633,10766,183,1381,6519,2934,9979,21241
19137,Montgomery County,143,2285,897,7116,5468,224,496,3267,1670,4799,10625
16063,Lincoln County,721,927,292,2839,2520,83,143,1159,852,2358,5221
17153,Pulaski County,104,1208,552,3984,3074,134,285,1889,1118,2233,6035
17003,Alexander County,107,1602,678,4564,3871,219,78,1881,2399,2503,7980
16043,Fremont County,750,2076,953,8391,6326,255,579,3751,1554,6470,13088
13023,Bleckley County,260,2506,946,10485,6809,306,568,2821,2665,4147,12961
13193,Macon County,521,2987,895,11945,6649,29,171,3252,3791,4432,14455
17043,DuPage County,168720,108070,42246,587884,470278,20404,142952,250115,62913,412655,922803
13129,Gordon County,5075,9725,3094,37380,27872,823,2032,12738,11415,22818,55409
18147,Spencer County,403,5587,1873,14504,10405,89,1109,6556,2588,10203,20960
12095,Orange County,221895,177120,66314,414172,596586,34402,81551,238762,195229,411975,1175416
12086,Miami-Dade County,1303653,450403,60168,832769,1312575,36046,155242,461562,498751,877165,2549075
18013,Brown County,139,3711,1704,11632,7549,107,1060,4889,2181,6917,15128
16023,Butte County,72,574,266,1668,1362,96,130,812,431,1218,2786
17199,Williamson County,1230,10888,6348,51435,33662,1183,3668,19301,10041,28783,66606
17109,McDonough County,1093,4447,2407,25375,16334,452,1499,7692,6324,10812,32549
19157,Poweshiek County,585,4172,1296,13318,9694,219,1138,5459,2184,8062,18804
18119,Owen County,230,5525,2049,17512,10664,108,826,6732,2943,10196,21467
13167,Johnson County,166,2148,729,8328,4408,90,252,2564,2006,3558,9903
12057,Hillsborough County,193123,199439,94536,504422,644242,36022,102197,282929,208532,462173,1257913
13275,Thomas County,1120,8386,3525,31598,23173,323,1760,9826,11588,16210,44692
18047,Franklin County,149,6043,1464,11763,11508,152,1208,6786,3102,11030,23042
18071,Jackson County,2278,11596,2815,32843,21279,628,1904,12196,5417,18415,42769
12131,Walton County,2812,9878,6636,23687,27797,1365,3773,16597,9716,24148,56590
17193,White County,198,2816,1374,9071,7596,87,887,4904,2230,7262,14630
17085,Jo Daviess County,660,5604,2271,11035,11221,229,1608,7528,2121,11195,22602
12083,Marion County,25348,74653,39952,120277,173550,6183,14151,102790,58957,148672,333503
13317,Wilkes County,153,2461,630,8376,5395,106,260,2945,2746,3415,10265
17079,Jasper County,97,2287,733,8314,4850,82,539,3279,635,4724,9680
18133,Putnam County,683,8384,2769,27921,17789,294,2176,9823,3114,15416,37799
12133,Washington County,699,5361,2088,14387,11436,935,863,6706,4500,9577,24702
13263,Talbot County,56,1722,541,5621,3413,50,182,2036,1450,2300,6689
18163,Vanderburgh County,4443,36166,13397,128015,93093,4439,9847,47065,27504,68037,180233
16083,Twin Falls County,6544,12278,5629,42720,39490,1191,3071,18808,11479,33364,78067
18091,LaPorte County,3352,24768,8961,78629,53682,2270,6276,31027,16942,44460,111310
12037,Franklin County,363,2433,1235,7013,4783,118,409,2993,1972,4744,11554
16067,Minidoka County,2492,3375,1387,11292,9872,512,628,5090,2706,9188,20104
18073,Jasper County,768,8134,2515,23389,16864,416,2152,9497,2476,15741,33398
17087,Johnson County,177,2341,1352,9203,5484,171,502,3545,1500,5420,12665
10001,Kent County,8745,31126,18340,74498,85514,5853,10306,42334,20720,63250,165030
13277,Tift County,2324,6923,1993,30547,21056,473,1864,8364,10878,13657,40537
13253,Seminole County,125,2090,644,6659,4767,61,263,2555,2268,3376,8831
13067,Cobb County,104958,77701,44559,266598,359540,15022,89032,173358,88408,283296,699235
17197,Will County,79402,103334,34224,495891,342006,16292,82497,184498,53560,291998,679688
19069,Franklin County,536,2550,809,8419,5301,233,573,3213,1164,5044,10623
16077,Power County,1040,1338,478,4836,3887,162,199,1818,1069,3451,7756
15007,Kauai County,10183,12547,4680,37942,33877,13419,4396,14010,7481,28580,67872
13005,Bacon County,583,2491,502,8226,5557,11,605,2724,2031,4559,11159
16027,Canyon County,15845,28691,13416,89982,96905,6220,6292,43959,38508,77606,192153
13175,Laurens County,1075,11726,3407,39813,25187,587,1829,11588,11617,17624,48203
11001,District of Columbia,84217,69105,30520,230579,326267,14467,119065,111070,109200,139543,619371
19061,Dubuque County,1798,20270,7057,72107,48005,2806,5492,27263,9891,40126,94411
13047,Catoosa County,1490,11016,4805,23368,33192,1040,2855,17391,8926,28549,64606
12121,Suwannee County,2508,10594,4324,25467,20846,1048,1169,11347,9772,17237,42865
